x,y,z,yaw,V,a
21921.39308,51753.80591,257.9,1.50029119,56.21503264026485,1.1073591818720598
21921.65339,51757.49187,257.9,1.47554165,56.28777478279961,1.0802228000400849
21922.10921,51762.26275,257.9,1.470635917,56.37967500391925,1.0818392803032448
21922.59318,51767.07839,257.9,1.477490847,56.47246884755789,1.069760951102454
21923.04493,51771.90604,257.9,1.486662333,56.56424421688845,1.067569658944924
21923.45095,51776.72051,257.9,1.480501773,56.65535965732943,1.0693311324941914
21923.88578,51781.52306,257.9,1.483008402,56.74630229507013,1.0729320784387464
21924.30894,51786.33092,257.9,1.481638221,56.83748518276503,1.0751843574674584
21924.73912,51791.14311,257.9,1.478390634,56.92880614529766,1.0769142783494337
21925.18527,51795.95744,257.9,1.47852229,57.02019502509291,1.0779984142883496
21925.63092,51800.77335,257.9,1.487790651,57.11155827269216,1.07950474326639
21926.03181,51805.59201,257.9,1.484420479,57.202880720586,1.081254967961189
21926.44773,51810.3953,257.9,1.48202526,57.29394028624966,1.08499155213557
21926.8756,51815.20243,257.9,1.484539402,57.38526137655168,1.0872738014839833
21927.29099,51820.00625,257.9,1.476684556,57.47654599640749,1.0890145242143952
21927.74543,51824.82078,257.9,1.484866623,57.56809997527438,1.0686357654370662
21928.15928,51829.62506,257.9,1.477723081,57.65754254143275,1.0640330567918137
21928.60853,51834.43789,257.9,1.48029927,57.74667744294929,1.0656914373868698
21929.04547,51839.25302,257.9,1.479783641,57.83583498680679,0.9932382429901857
21929.48231,51844.0394,257.9,1.473626681,57.91831625181838,0.9734596858411279
21929.95166,51848.85449,257.9,1.474235,57.99957223760595,0.9748490155557143
21930.4194,51853.68334,257.9,1.491068981,58.08105752695458,0.977523110780038
21930.80378,51858.49426,257.9,1.484717929,58.1622281840691,0.9793008722419141
21931.21754,51863.28934,257.9,1.47727548,58.24320851601463,0.9807093760289337
21931.66953,51868.10825,257.9,1.490383347,58.32464937103583,1.0110285588601298
21932.05779,51872.92612,257.9,1.482319887,58.40837538702728,1.0208743322807
21932.48439,51877.73514,257.9,1.490756917,58.49269768713427,1.022276407901976
21932.87377,51882.58961,257.9,1.505337975,58.577749871342505,0.86523137793752
21933.18893,51887.39735,257.9,1.488004418,58.64887254792602,0.8228003791791265
21933.58536,51892.17474,257.9,1.486146296,58.71608764307606,0.823771178086973
21933.99509,51897.00337,257.9,1.493290799,58.78403617929382,0.6954707949410293
21934.37009,51901.83209,257.9,1.496605168,58.841308623199055,0.6590387101578791
21934.72822,51906.65031,257.9,1.490909048,58.895398006887554,0.6596991343358428
21935.11304,51911.45707,257.9,1.491108584,58.94938700893643,0.7583970806742885
21935.49814,51916.27946,257.9,1.501828883,59.011592822904966,0.7871912296465113
21935.83083,51921.09571,257.9,1.487655977,59.075957681559295,0.7882238046800614
21936.23077,51925.89513,257.9,1.489264115,59.14018121507385,0.9237532739672663
21936.62429,51930.71091,257.9,1.49030209,59.21560499026523,0.9642723327768702
21937.01296,51935.52902,257.9,1.494064446,59.29426615567399,0.9655019820636288
21937.3834,51940.34726,257.9,1.495421808,59.37290204231034,1.0079720835980517
21937.74708,51945.16313,257.9,1.490547231,59.45483719236438,1.0214400928000607
21938.13453,51949.98089,257.9,1.493649042,59.537816116856966,1.0228282136982048
21938.507,51954.79935,257.9,1.497390154,59.620783852711085,1.017107373385474
21938.86098,51959.61286,257.9,1.492990297,59.70306542504752,1.0165189033571613
21939.23588,51964.42152,257.9,1.492611594,59.78513088600883,1.0179171245994327
21939.61281,51969.2327,257.9,1.491281993,59.86724190764514,1.018454574565079
21939.99722,51974.05703,257.9,1.491751373,59.94951644368742,1.0195685513947887
21940.37829,51978.8678,257.9,1.490787061,60.03153395715377,1.020977922802781
21940.76456,51983.68538,257.9,1.495574814,60.1136750230859,1.0297910950141387
21941.12772,51988.50413,257.9,1.493976764,60.19640089805692,1.0334396415249978
21941.49854,51993.32175,257.9,1.500559033,60.27929639237714,1.0336129102338174
21941.83912,51998.16273,257.9,1.502997784,60.36245280175434,1.033234040656565
21942.16611,52002.97833,257.9,1.497815349,60.44501556631455,1.0342460782540588
21942.51752,52007.78491,257.9,1.485787784,60.52742201615168,1.0358603946140867
21942.92938,52012.61808,257.9,1.493845551,60.61037934447892,1.0102059001808559
21943.30085,52017.43591,257.9,1.49611574,60.69086402268982,1.003508433428763
21943.66139,52022.25484,257.9,1.495311686,60.77071400891696,1.0048493170296804
21944.02595,52027.07518,257.9,1.488574172,60.85059389655671,0.9815128738508764
21944.42208,52031.88212,257.9,1.490440609,60.92834242858096,0.9753225413468318
21944.81205,52036.72476,257.9,1.502073283,61.00606332321596,0.9763302581349012
21945.14363,52041.54201,257.9,1.493653824,61.08329127319488,0.8835734066991634
21945.51526,52046.34991,257.9,1.488902065,61.15300549550385,0.8561499655169127
21945.9122,52051.18599,257.9,1.496053469,61.22090123037913,0.8570302636382341
21946.27433,52056.02205,257.9,1.504588051,61.288753082320845,0.14916468598400365
21946.59384,52060.84082,257.9,1.487284083,61.3005056392896,-0.061564600826139286
21946.9956,52065.64051,257.9,1.491655229,61.295668222663856,-0.06155829895910772
21947.37879,52070.47221,257.9,1.494080359,61.29080039110622,-1.6799840162853916
21947.74968,52075.29725,257.9,1.495726124,61.15801180134348,-2.165531646198334
21948.11144,52080.10717,257.9,1.491939134,60.9869781342605,-2.1596201509414255
21948.49269,52084.9319,257.9,1.495224348,60.81535475055861,-3.955556908162275
21948.85687,52089.74159,257.9,1.485375399,60.50081363039517,-4.486822043944806
21949.26886,52094.55298,257.9,1.484693391,60.14162245828231,-4.460115846362087
21949.68606,52099.38629,257.9,1.492751457,59.78076771392442,-5.714425480779429
21950.06393,52104.21826,257.9,1.497264856,59.31566166189186,-6.061302656247509
21950.41774,52109.02121,257.9,1.494504974,58.82147300431128,-6.010900941199764
21950.78474,52113.82238,257.9,1.484377146,58.327339999589945,-6.597606790220829
21951.20425,52118.6646,257.9,1.493396794,57.77495240229577,-6.735874723836062
21951.57806,52123.4846,257.9,1.487046378,57.2085335376801,-6.670139089461405
21951.9799,52128.27151,256.9319442,1.493453244,56.64567937390149,-6.887663555707797
21952.35365,52133.09422,255.9502735,1.490386157,56.05443231751156,-6.907414203442075
21952.74247,52137.91912,254.9497928,1.477559668,55.45473950585309,-6.833563287101128
21953.19376,52142.74542,253.9409014,1.486489846,54.85415884035616,-6.96457694356612
21953.60139,52147.56907,252.9164461,1.481240292,54.236057140481314,-6.951134915421495
21954.03405,52152.38727,251.8749096,1.47808351,53.61246550300953,-6.870807703939998
21954.48149,52157.19956,250.8173299,1.476312488,52.98945736938344,-6.9522568065093475
21954.93714,52162.00776,249.7467155,1.489305111,52.351956831928085,-6.919070065666107
21955.33062,52166.82553,248.653864,1.485441985,51.70915220996786,-6.833800966933033
21955.74312,52171.6466,247.5433576,1.478394928,51.0656753826135,-6.926695896992471
21956.18812,52176.4488,246.4089638,1.472978001,50.4072556622486,-6.893881361815081
21956.6598,52181.25547,245.2543865,1.483262983,49.742334801914026,-6.80227115239369
21957.08303,52186.07808,244.0732418,1.473631399,49.07584233868795,-6.933457467603555
21957.55239,52190.89346,242.86864,1.480726159,48.3874713899849,-6.908137122242204
21957.98757,52195.71198,241.6373181,1.474071275,47.69174389325386,-6.8082012165791825
21958.45269,52200.50562,240.3703548,1.47670743,46.9991890396787,-6.950419670638394
21958.90999,52205.35163,239.0792748,1.490835685,46.27376030043304,-6.921672917123769
21959.29637,52210.17344,237.7545028,1.483839551,45.54445024250395,-6.8125614980095754
21959.71299,52214.95245,236.3935898,1.469179409,44.82114888042383,-6.986300884134184
21960.20318,52219.75975,234.9817898,1.479566761,44.06150928998113,-6.961911060591286
21960.64456,52224.58441,233.545498,1.485275511,43.28924071928658,-6.83857545478386
21961.05906,52229.41941,232.0564117,1.473817134,42.51572386272496,-7.034763465893412
21961.52953,52234.25537,230.5249669,1.492802433,41.70402718036257,-7.011085744076945
21961.90468,52239.05566,228.9476492,1.476348689,40.88655220923678,-6.873131198356052
21962.35838,52243.84513,227.2993704,1.471887746,40.0696656317588,-6.874936525141318
21962.83671,52248.66539,225.5958367,1.494590183,39.229766923222165,-6.775860731071125
21963.20273,52253.45903,223.816612,1.477672752,38.39040824316056,-6.629634505380533
21963.65341,52258.2846,221.9464519,1.480798297,37.54412701150676,-6.760178646666934
21964.089,52263.1116,219.986007,1.483751484,36.6610627175338,-6.691573706939672
21964.50659,52267.89685,217.9213165,1.484664318,35.77357160416499,-6.527051509690884
21964.92221,52272.71027,215.7147577,1.476564746,34.88093666150719,-6.854588518145894
21965.37475,52277.49847,213.3399676,1.475741203,33.92263168294645,-6.827735639939052
21965.83203,52282.29476,210.7752035,1.47436366,32.938614769243664,-6.625437105092926
21966.30213,52287.15449,207.9401492,1.485452327,31.94144775674858,-6.918969480950446
21966.71359,52291.96398,204.7496427,1.478565805,30.87814023609522,-6.84621070339814
21967.15823,52296.77128,201.0198822,1.491992802,29.78850465822516,-6.598995482427806
21967.5392,52301.5957,196.2734646,1.474857325,28.696413402275663,-7.019387945103848
21967.99862,52306.36967,196.2734646,1.482925583,27.49825124055201,-6.934299826871537
21968.42288,52311.1854,196.2734646,1.475329773,26.25086110861593,-6.612760745076399
21968.88304,52315.99091,196.2734646,1.483572872,25.005231796259896,-7.068575901610656
21969.30345,52320.79855,196.2734646,1.476401199,23.60160824220237,-6.915425049902348
21969.75889,52325.60907,196.2734646,1.479427332,22.140569289955664,-6.473324733396971
21970.20041,52330.42792,196.2734646,1.483585237,20.677415810450896,-6.89150098868542
21970.62183,52335.24786,196.2734646,1.479521887,18.996548166006267,-6.580178968066523
21971.06114,52340.04751,196.2734646,1.474576303,17.246440038430848,-5.945336825230669
21971.5232,52344.83479,196.2734646,1.478565284,15.500038029670549,-4.050843599462875
21971.96804,52349.64422,196.2734646,1.285168319,14.181691210939272,-3.210190780051108
21973.36256,52354.39302,196.2734646,1.195703236,13.013217527212584,-2.8080595965422437
21975.25187,52359.19148,196.2734646,0.962846772,11.84826865680389,-0.32787043021463413
21978.38026,52363.68711,196.2734646,0.869645093,11.695724792577568,0.4214883718893074
21981.28439,52367.12698,196.2734646,0.358608595,11.856851835736592,0.7830317421204465
21984.48554,52368.32681,196.2734646,0.436498669,12.080509478528183,1.3021000146900432
21987.43915,52369.7047,196.2734646,0.455879472,12.42683874886304,1.440753754000125
21991.21197,52371.55463,196.2734646,0.253995742,12.904816207468906,1.410138647504556
21995.99618,52372.79662,196.2734646,0.301747449,13.434073423436068,0.888113269771798
22000.94029,52374.33548,196.2734646,0.321181171,13.77213628262384,0.6238250603962975
22005.62941,52375.89555,196.2734646,0.336267639,13.9941920162974,0.6613475415887203
22009.58426,52377.27795,196.2734646,0.568461986,14.190801056143677,1.246711048854738
22012.35321,52379.04676,196.2734646,0.732708879,14.47658288524772,1.0794377674532978
22014.82506,52381.27094,196.2734646,1.030806522,14.722437493696903,1.3147564771702667
22016.55354,52384.15454,199.2568639,0.970494723,15.019670095818196,2.4468176357477978
22018.88408,52387.55887,201.3828441,1.21444869,15.677367502455342,1.9339534391329471
22020.47119,52391.82259,203.29193,1.390504498,16.228894341090857,2.0447355412107857
22021.3367,52396.57104,205.0048685,1.624702786,16.82603931236369,2.644383953789041
22021.07569,52401.4083,206.6223895,1.542831566,17.57088386702422,3.084026677291815
22021.21415,52406.35862,208.2355399,1.732647849,18.41960203065637,3.2944313035879653
22020.43322,52411.14146,209.834285,1.840906562,19.26687620901233,3.123992948199464
22019.1343,52415.83275,211.427154,1.834312949,20.040619054740592,3.0034924781789774
22017.86407,52420.54097,212.9905084,1.827677577,20.75860842659082,3.112619209918748
22016.62526,52425.25693,214.5221826,1.822214905,21.47728569810078,2.919353583836624
22015.41615,52429.96435,216.0133355,1.827170889,22.12806383929815,2.785848362584013
22014.18309,52434.66811,217.4615889,1.838052796,22.7320185366554,2.85826405110867
22012.89687,52439.36564,218.861858,1.826933604,23.33638045775159,2.697397802218361
22011.66411,52444.07279,220.2083827,1.832369589,23.89219904562381,2.5992797120130007
22010.40666,52448.76993,221.5242555,1.809517209,24.41547426159324,2.659657476586244
22009.25922,52453.4849,222.7855896,1.816586878,24.938480308942385,2.5200346144018195
22008.07549,52458.2035,224.026153,1.835565994,25.425317951744177,2.444003354832408
22006.80222,52462.8996,225.2214579,1.827558799,25.888803250331385,2.490982683713681
22005.56884,52467.59715,226.3878853,1.819032752,26.351971220507885,2.355415995631997
22004.38204,52472.27947,227.5160134,1.804778556,26.78024490620752,2.2930870133250023
22003.26423,52476.96929,228.6214516,1.798033659,27.189931069728345,2.329158937422963
22002.18222,52481.64864,229.7056262,1.789493098,27.598286272094224,2.2234334387684855
22001.14706,52486.30624,230.7724958,1.743765242,27.980037590483224,2.1725626332220758
22000.32508,52491.01098,231.8110423,1.741086054,28.348454035698616,2.212465056112543
21999.51608,52495.71567,232.8432364,1.737709186,28.718605640943636,2.2022789351749803
21998.7284,52500.3909,233.8488337,1.711895667,29.079904500112686,2.116410183729282
21998.06097,52505.0896,234.8346507,1.696570717,29.42327725088236,2.096989196121499
21997.45952,52509.84633,235.8073373,1.694922677,29.763025846135523,2.1511422844996044
21996.8709,52514.56412,236.7688525,1.660134847,30.104689867374507,2.0097566788488854
21996.44615,52519.30579,237.7021024,1.660137764,30.42084602678995,2.1002443763841017
21996.01909,52524.07325,238.6310306,1.638341411,30.749532026961088,2.004431148062259
21995.6974,52528.82849,239.5434429,1.629506622,31.05866051922552,2.000606871454585
21995.41733,52533.59348,240.4406313,1.610619581,31.36461447957131,2.056656917391279
21995.22907,52538.31824,241.3203265,1.579571589,31.673157146103385,1.9418885514209672
21995.18738,52543.06862,242.1909543,1.571591282,31.9630882605978,1.9477249398708518
21995.18359,52547.84054,243.0590935,1.55126398,32.25256256807827,1.9879812132216872
21995.27594,52552.5681,243.4871016,1.521693787,32.542710076365715,1.8984079455826903
21995.50941,52557.31908,243.9133923,1.515260307,32.81902410000522,1.8753873862639452
21995.77642,52562.12188,244.3371721,1.51226928,33.09275421210276,1.902978157673575
21996.05754,52566.91975,244.756554,1.503753009,33.367981406609566,1.884793023698241
21996.37706,52571.6784,245.1721353,1.492362686,33.63630055533686,1.8472047617082559
21996.75114,52576.43794,245.5840757,1.492140222,33.897472342966644,1.8611604707646379
21997.13286,52581.28097,245.992878,1.4921287,34.16316514124473,1.8317055644644669
21997.51539,52586.13356,246.3969416,1.492097054,34.423161301217235,1.8136883285710985
21997.8953,52590.95103,246.7953452,1.492110278,34.67683760311981,1.827182129884009
21998.27602,52595.77949,247.1899268,1.492017622,34.93111483792822,1.797367797219427
21998.65313,52600.55649,247.5792545,1.489269424,35.17681424656628,1.7724025274147912
21999.04441,52605.34536,247.9635426,1.489236487,35.418080700727614,1.7845222361650674
21999.43936,52610.17693,248.3449114,1.48923261,35.66149247384394,1.7532130841309526
21999.83297,52614.9921,248.7207122,1.489230691,35.89822279075048,1.7333413522059424
22000.22605,52619.80059,249.0924351,1.489232265,36.13042365669055,1.7445239091578568
22000.61876,52624.60459,249.4597788,1.489220633,36.36240929760613,1.716167791653547
22001.01328,52629.43012,249.8218891,1.489220578,36.59020238454645,1.6979986733938617
22001.40779,52634.25548,250.1816769,1.489200601,36.814188795580925,1.708309757963466
22001.80033,52639.0557,250.5369338,1.489202414,37.03700538098408,1.680771210353428
22002.19259,52643.85232,250.8897081,1.489173209,37.25476661862798,1.6627744052744329
22002.58783,52648.68389,251.2368826,1.489173787,37.470507455500304,1.6724466259300317
22002.98305,52653.5152,251.5805303,1.489124239,37.686245848181386,1.6529551311210664
22003.37492,52658.30262,251.9230135,1.483716572,37.89634334592783,1.6278671697902392
22003.79339,52663.09618,252.2609747,1.483718902,38.10247699111154,1.6370463433893467
22004.21198,52667.89097,252.5969526,1.48349684,38.30870722567065,1.607540058651772
22004.63402,52672.71314,252.9294716,1.483496688,38.51129674585607,1.5877758826484074
22005.05694,52677.54533,253.2602612,1.48343473,38.71076730343887,1.6239791132954673
22005.47432,52682.31072,253.5861936,1.467747761,38.91093093817635,1.561719831475206
22005.96743,52687.07898,253.9097132,1.467721367,39.102855995480496,1.5893099092746628
22006.45863,52691.82751,254.2333944,1.440281713,39.29640769942605,1.5576885641835523
22007.07861,52696.55079,254.5535312,1.435251615,39.484790466017465,1.5435528846756017
22007.72481,52701.28905,254.8758939,1.41690927,39.67129430456991,1.4860316505412354
22008.45814,52706.01672,255.1986269,1.413002298,39.85010110172741,1.5585412651940218
22009.20503,52710.71069,255.5200968,1.37912636,40.03556061051005,1.4829249930658697
22010.1064,52715.35569,255.8374242,1.364845829,40.210439833187344,1.4709136531043205
22011.07967,52720.01439,256.156724,1.344611227,40.38416087534607,1.4355693389422932
22012.15315,52724.67924,256.4727949,1.34389742,40.55396325186053,1.4915134099942435
22013.21973,52729.29898,256.7909513,1.300823838,40.72796649810641,1.3714211452714424
22014.48417,52733.86822,257.1049066,1.300749129,40.887296050159065,1.4396101158787469
22015.75649,52738.46461,257.4222991,1.271528784,41.05487370834425,1.438580030401133
22017.14128,52742.95288,257.7406061,1.235057849,41.21913146970599,1.365458413994189
22018.70172,52747.42471,257.9,1.226771649,41.37573145781561,1.3531666840814378
22020.32575,52751.95768,257.9,1.226772346,41.53290801595605,1.338905491468488
22021.95128,52756.49482,257.9,1.220618173,41.68798713463461,1.356751208945483
22023.58547,52760.96924,257.9,1.19556983,41.8427301047402,1.3502043705441178
22025.32261,52765.37945,257.9,1.176386897,41.99540453695532,1.3225180698673482
22027.14873,52769.7669,257.9,1.157420528,42.144798359339184,1.292446271373762
22029.06205,52774.12871,257.9,1.143764364,42.290612136593325,1.2948448251864964
22031.04037,52778.47635,257.9,1.131278743,42.436608448383815,1.255779041066846
22033.07692,52782.80766,257.9,1.122409115,42.57800576268275,1.2588659463975003
22035.14209,52787.10057,257.9,1.098975462,42.71862125810159,1.2852553428851
22037.28231,52791.29493,257.9,1.064323423,42.860059870393336,1.1879052846578542
22039.59286,52795.46006,257.9,1.064325505,42.99187030617004,1.1734839035646671
22041.93174,52799.67627,257.9,1.058862079,43.12327444951644,1.2302515176635336
22044.25631,52803.81326,257.9,1.024409639,43.25844123794473,1.1585823832539464
22046.71611,52807.858,257.9,1.011663161,43.38504515287639,1.14707169937787
22049.24246,52811.89537,257.9,0.99142542,43.5107841430408,1.1395145192526261
22051.84872,52815.87884,257.9,0.977599884,43.63527516781424,1.1232751735329778
22054.51243,52819.82979,257.9,0.959563369,43.757765967427,1.0920964249049057
22057.25106,52823.7379,257.9,0.949392414,43.87670656423093,1.1091617770772517
22060.0288,52827.61727,257.9,0.930945762,43.99715532985957,1.1127500777213384
22062.85818,52831.41861,257.9,0.904460099,44.11684173856924,1.0607430809786937
22065.8099,52835.17249,257.9,0.904457067,44.23151173326937,1.1180022290258682
22068.75389,52838.91654,257.9,0.87165178,44.351735502868486,1.071135204809734
22071.81732,52842.55989,257.9,0.870178201,44.46654781826824,1.1246900127835158
22074.88775,52846.20066,257.9,0.83867903,44.58684630882815,1.0974480185655462
22078.05534,52849.72515,257.9,0.825451407,44.703332149523256,1.1014545952600225
22081.29723,52853.23772,257.9,0.814313518,44.82095178314636,1.1224311103797082
22084.56817,52856.70352,257.9,0.79409173,44.94013578806476,1.135195222724906
22087.88754,52860.08111,257.9,0.767925612,45.05960016791884,1.132433595003361
22091.29796,52863.37438,257.9,0.750234129,45.17859211846152,1.1153816813355522
22094.80113,52866.63946,257.9,0.747919076,45.296665937544965,1.1298631036858044
22098.32424,52869.90791,257.9,0.738567467,45.41638014877432,1.1531089987899086
22101.84793,52873.11611,257.9,0.71629886,45.5372113021836,1.1434726702337685
22105.43291,52876.23699,257.9,0.700754758,45.656409149615065,1.1534237399595881
22109.06937,52879.30462,257.9,0.680844376,45.77644173161769,1.146291615312924
22112.77076,52882.30296,257.9,0.668097963,45.89556833797772,1.1648034288767906
22116.50669,52885.25122,257.9,0.646171433,46.01619407750744,1.147930514040324
22120.31142,52888.12068,257.9,0.636473515,46.1349215921069,1.1366328742642473
22124.17454,52890.97582,257.9,0.633477423,46.25311961238792,1.1519438022696926
22128.04183,52893.81616,257.9,0.621096343,46.37246774804232,1.1715827486148416
22131.909,52896.58338,257.9,0.59877559,46.49245239097512,1.1257301752471236
22135.86427,52899.28223,257.9,0.598775185,46.60824850506747,1.1378935687440797
22139.83635,52901.99254,257.9,0.586717014,46.72549959757251,1.1723546451928537
22143.78205,52904.61567,257.9,0.555716792,46.84422827090694,1.1448809448261088
22147.80592,52907.11449,257.9,0.540752953,46.9598495448988,1.1366579703629347
22151.90121,52909.57353,257.9,0.529978605,47.075330633399375,1.1232533857747968
22156.0281,52911.99143,257.9,0.529085137,47.18931959253699,1.1067545706747455
22160.2149,52914.4394,257.9,0.529084451,47.302930722353146,1.1091657125980552
22164.38737,52916.87899,257.9,0.520100526,47.41612793981449,1.154521031692681
22168.4829,52919.22448,257.9,0.48615349,47.53090531082962,1.089513447028422
22172.68349,52921.44431,257.9,0.481259603,47.63968570599417,1.0761789733865255
22176.94618,52923.67035,257.9,0.476204162,47.748195637995096,1.0994776111104758
22181.19768,52925.86326,257.9,0.458755932,47.85822189048743,1.1040526970655045
22185.4505,52927.96372,257.9,0.433704177,47.96752021951368,1.0595464386774007
22189.7823,52929.96982,257.9,0.431217688,48.072851681227256,1.087319282020085
22194.13215,52931.97118,257.9,0.413397953,48.18102969677489,1.0626711738751946
22198.51461,52933.89366,257.9,0.409635245,48.28646438384974,1.1011978833691398
22202.88114,52935.7896,257.9,0.381763503,48.39490544508373,1.0576489771890747
22207.31497,52937.5696,257.9,0.381763578,48.49920943761129,1.10822348224156
22211.75215,52939.35095,257.9,0.356199946,48.60834324329246,1.0730287287105442
22216.22637,52941.01567,257.9,0.356197009,48.71361262740886,1.0996326346514698
22220.72539,52942.68961,257.9,0.341558451,48.82185242712798,1.0892499782204121
22225.24124,52944.29495,257.9,0.338341841,48.92866420881867,1.1252123153458633
22229.75219,52945.88224,257.9,0.318116217,49.03851406154013,1.1046765681523674
22234.28817,52947.37593,257.9,0.311670742,49.14597458493299,1.1212738822362338
22238.8476,52948.84485,257.9,0.298744381,49.2551428420018,1.1169605446432167
22243.42355,52950.25406,257.9,0.291252816,49.36360165380143,1.152112151050147
22247.98406,52951.6212,257.9,0.264996705,49.474595794986215,1.1150318442300124
22252.59093,52952.87141,257.9,0.26354724,49.58206159508437,1.1542246123947488
22257.20907,52954.11749,257.9,0.242283648,49.69328758303112,1.1488943809788623
22261.82252,52955.25765,257.9,0.225759709,49.80303704417589,1.1466128192639942
22266.47776,52956.32685,257.9,0.216067292,49.912883808312,1.1430730709705963
22271.16958,52957.35666,257.9,0.212942025,50.02276971561576,1.1563479147390217
22275.86532,52958.37198,257.9,0.203649768,50.13370389638711,1.1797933876634943
22280.53821,52959.33699,257.9,0.184259674,50.24586568169871,1.173181406406336
22285.22103,52960.20975,257.9,0.171086429,50.356963909158615,1.1794491165064092
22289.92236,52961.02202,257.9,0.155326134,50.46858507407961,1.1734862662542676
22294.64545,52961.7616,257.9,0.146971735,50.57962158517714,1.1987918377946267
22299.36488,52962.46026,257.9,0.126337397,50.69257012472974,1.176542953524147
22304.10252,52963.06201,257.9,0.120361501,50.80329029167518,1.173994472402109
22308.86689,52963.63824,257.9,0.115323286,50.914069903693786,1.165802164473747
22313.66197,52964.19369,257.9,0.115322782,51.024479453028576,1.183321563115822
22318.44585,52964.74784,257.9,0.104660482,51.13604350845824,1.1748983963161204
22323.19986,52965.24722,257.9,0.0948992,51.24575460986358,1.158753347540936
22327.98132,52965.70234,257.9,0.092899483,51.354245349698665,1.1585329773999302
22332.77863,52966.14929,257.9,0.092897357,51.46282480813745,1.1571235467130665
22337.5771,52966.59635,257.9,0.092874247,51.57107012734937,1.1560476571177247
22342.39926,52967.04549,257.9,0.092880132,51.67952035811744,1.1584485425678734
22347.20184,52967.49284,257.9,0.092910028,51.78752818955194,1.164196785898933
22351.95951,52967.93615,257.9,0.092803482,51.89483393801271,1.169733986315039
